congenital deformity, nos	has_associated_morphology	tbhs
fetal anomaly	has_associated_morphology	acromelic frontonasal dysplasia
birth defects	has_associated_morphology	toriello-carey syndrome
foetal malformation	has_associated_morphology	van den bosch syndrome (diagnosis)
deformity	has_associated_morphology	pashayan syndrome
congenital anomaly nos	has_associated_morphology	weaver williams syndrome (disorder)
deformity; congenital	has_associated_morphology	wrwf
abnormal development	has_associated_morphology	congenital suprabulbar paresis (disorder)
congenital anomaly nos	has_associated_morphology	c-like syndrome
congenital malformation, unspecified	has_associated_morphology	bohring-opitz syndrome
deformities	has_associated_morphology	wilson-turner syndrome
congenital malformation	has_associated_morphology	sex-linked mental retardation, short stature, obesity and hypogonadism
developmental disturbance	has_associated_morphology	thick lips and oral mucosa
defect, birth	has_associated_morphology	acromegaloid facial appearance syndrome (disorder)
congenital anomaly	has_associated_morphology	branchioskeletogenital syndrome
congenital anomaly	has_associated_morphology	branchioskeletogenital syndrome (diagnosis)
congenital malformation	has_associated_morphology	esws
fetal malformation	has_associated_morphology	des (diethylstilbestrol) syndrome
birth defect	has_associated_morphology	becker
congenital anomaly nos	has_associated_morphology	osteolyses, multicentric
defects congen	has_associated_morphology	porokeratosis
fetal anomaly (diagnosis)	has_associated_morphology	hoyeraal hreidarsson syndrome
malformation, nos	has_associated_morphology	cfc
congenital malformation, unspecified	has_associated_morphology	pena-shokeir syndrome type i
congenital anomaly	has_associated_morphology	incomplete bone formation (finding) [ambiguous]
congenital deformity	has_associated_morphology	absence of permanent teeth
congenital; deformity	has_associated_morphology	general fibrosis syndrome (disorder)
congenital malformation	has_associated_morphology	pregnancy; abnormal placenta
congenital anomaly	has_associated_morphology	anomaly of placenta
congenital anomaly nos	has_associated_morphology	autosomal recessive malignant osteopetrosis
malformation	has_associated_morphology	marfanoid disorder with craniosynostosis, type i
congenital malformation	has_associated_morphology	revesz syndrome
defect, birth	has_associated_morphology	wt limb blood syndrome
congenital malformations	has_associated_morphology	laryngo-onycho-cutaneous syndrome
congenital malformation	has_associated_morphology	schwannomatosis
abnorm congen	has_associated_morphology	azoospermia factor
congenital; deformity	has_associated_morphology	hypospadias, coronal
congenital malformation	has_associated_morphology	fromont anomaly
congenital malformation, unspecified	has_associated_morphology	bilateral cleft lip/palate
birth defect	has_associated_morphology	shovel-shaped incisors
congenital deformity	has_associated_morphology	acrocephalosyndactyly (diagnosis)
malformation	has_associated_morphology	oral-facial-digital syndrome, type i
congenital malformation, unspecified	has_associated_morphology	oro-facial digital syndrome type 1 (disorder)
developmental anomaly, nos	has_associated_morphology	gorlin psaume syndrome
congenital anomaly nos	has_associated_morphology	ofd i - orofacial-digital syndrome i
anomalous formation, nos	has_associated_morphology	andersen-tawil syndrome
anomaly anomaly congen	has_associated_morphology	lqt7
anomaly anomaly congen	has_associated_morphology	andersen cardiodysrhythmic periodic paralysis
congenital abnormality	has_associated_morphology	usher syndrome type 1 (disorder)
congenital anomalies	has_associated_morphology	duane-radial ray syndrome (disorder)
congenital anomaly nos	has_associated_morphology	syndrome, acrorenoocular
congenital anomaly	has_associated_morphology	duane radial ray syndrome
congenital anomalies	has_associated_morphology	syndrome, duane-radial ray
developmental defect	has_associated_morphology	x-linked cdlss
congenital anomaly, nos	has_associated_morphology	navajo brainstem syndrome
congenital malformation (disorder)	has_associated_morphology	bosley-salih-alorainy syndrome
congenital deformity nos	has_associated_morphology	cerebro-facio-articular syndrome of van maldergem
developmental malformation, nos	has_associated_morphology	cerebrofacioarticular syndrome
cm - congenital malformation	has_associated_morphology	cold-induced sweating syndrome
abnormal development	has_associated_morphology	amelia, autosomal recessive
congenital anomaly	has_associated_morphology	chitty hall baraitser syndrome
congen defects	has_associated_morphology	short stature syndrome, brussels type
congenital malformation (disorder)	has_associated_morphology	ectodermal dysplasia with natal teeth, turnpenny type
congenital malformation (morphologic abnormality)	has_associated_morphology	dass
congenital anomaly	has_associated_morphology	keratosis palmoplantaris with arrhythmogenic cardiomyopathy
congenital anatomical abnormality	has_associated_morphology	syndromic microphthalmia type 9
fetal anomaly	has_associated_morphology	spear syndrome
congenital malformation	has_associated_morphology	bindewald ulmer muller syndrome
defect, birth	has_associated_morphology	infundibulopelvic dysgenesis
congenital abnormality	has_associated_morphology	marden walker like syndrome without psychomotor retardation
fetal anomaly	has_associated_morphology	fryns microphthalmia syndrome
congenital anomaly nos	has_associated_morphology	velofacioskeletal syndrome (disorder)
dysmorphisms	has_associated_morphology	velofacioskeletal syndrome
cm - congenital malformation	has_associated_morphology	otofaciocervical syndrome (diagnosis)
congenital malformation	has_associated_morphology	otofaciocervical syndrome
deformity	has_associated_morphology	osteosarcoma, limb anomalies, erythroid macrocytosis syndrome
congenital deformity	has_associated_morphology	ofd10
congenital defect/deformity	has_associated_morphology	orofaciodigital syndrome x
congenital defects	has_associated_morphology	figuera syndrome
congenital defect/deformity	has_associated_morphology	oral-facial-digital syndrome, type x
developmental malformation, nos	has_associated_morphology	oral-facial-digital syndrome with fibular aplasia
congenital anomalies	has_associated_morphology	ophthalmomandibulomelic dysplasia (disorder)
foetal malformation	has_associated_morphology	ophthalmomandibulomelic dysplasia
foetal developmental abnormality	has_associated_morphology	odontomatosis (multiple odontomas) with dysphagia
congenital deformity	has_associated_morphology	opdm
dysmorphisms	has_associated_morphology	brss
congenital anomalies of fetus	has_associated_morphology	myotubular myopathy, autosomal dominant
malformation	has_associated_morphology	muscular dystrophy, benign congenital
defect, birth	has_associated_morphology	momo syndrome
malformation	has_associated_morphology	pai syndrome
congenital malformation	has_associated_morphology	macules hereditary congenital hypopigmented and hyperpigmented
congenital abnormality	has_associated_morphology	westerhof beemer cormane syndrome
foetal malformation	has_associated_morphology	ppkp1a
congenital deformity nos	has_associated_morphology	ppk with deafness
congenital abnormality	has_associated_morphology	goldberg-shprintzen megacolon syndrome
congenital anomaly nos	has_associated_morphology	epidermolysis bullosa simplex with circinate migratory erythema (disorder)
dysgenesis, nos	has_associated_morphology	mednik syndrome
congenital anomalies	has_associated_morphology	branchiogenic-deafness syndrome
congenital malformation	has_associated_morphology	microcoria and congenital nephrotic syndrome
developmental abnormality	has_associated_morphology	meacham syndrome (disorder)
anomaly	has_associated_morphology	meacham winn culler syndrome
cm - congenital malformation	has_associated_morphology	ichthyosis congenita iv
defects congen	has_associated_morphology	burn-mckeown syndrome
congenital anomaly (disorder)	has_associated_morphology	hairy throat syndrome
congenital anomaly nos	has_associated_morphology	codas (cerebro-oculo-dento-auriculo-skeletal) syndrome
anomaly anomaly congen	has_associated_morphology	fryns macrocephaly
developmental malformation	has_associated_morphology	tuberous sclerosis-polycystic kidney disease contiguous gene syndrome
birth defect	has_associated_morphology	polycystic kidney disease, infantile severe, with tuberous sclerosis
congenital anomaly (disorder)	has_associated_morphology	richieri costa gorlin syndrome
congenital anomaly nos	has_associated_morphology	autosomal recessive exfoliative ichthyosis (diagnosis)
congenital malformation	has_associated_morphology	chondrodysplasia pseudohermaphroditism syndrome
deformities	has_associated_morphology	scott bryant graham syndrome
abnormal development, nos	has_associated_morphology	tarp syndrome
congenital anatomic abnormality	has_associated_morphology	meax
developmental malformation, nos	has_associated_morphology	fused incisors
developmental anomaly (morphologic abnormality)	has_associated_morphology	single central maxillary incisor
deformity	has_associated_morphology	ichthyosis--cheek--eyebrow syndrome
birth defect	has_associated_morphology	sidransky feinstein goodman syndrome
birth defect	has_associated_morphology	larynx; fissure, congenital
congenital anomaly, unspecified	has_associated_morphology	king-denborough syndrome
congenital malformation	has_associated_morphology	hemifacial hyperplasia with strabismus
deformity	has_associated_morphology	heart hand syndrome spanish type
congen abnorm	has_associated_morphology	goiter, multinodular, cystic renal disease, and digital anomalies
congenital abnormality	has_associated_morphology	glomuvenous malformations
congenital defect	has_associated_morphology	ectodermal dysplasia, hypohidrotic, with acanthosis nigricans
foetal malformation	has_associated_morphology	8q22.1 microdeletion syndrome
congenital defect	has_associated_morphology	craniolenticulosutural dysplasia
congenital abnormality, nos	has_associated_morphology	noonan syndrome-like disorder with loose anagen hair (disorder)
developmental anomaly, nos	has_associated_morphology	tosti syndrome
congenital abnormality nos	has_associated_morphology	hopp syndrome
congenital malformation	has_associated_morphology	chacs
congenital abnormality	has_associated_morphology	neonatal sclerosing cholangitis, ichthyosis, hypotrichosis syndrome
dysgenesis	has_associated_morphology	annular epidermolytic ichthyosis
congenital anomalies	has_associated_morphology	otopalatodigital syndrome (diagnosis)
anomaly anomaly congen	has_associated_morphology	otopalatodigital syndrome type 2
congenital defect	has_associated_morphology	catel manzke syndrome (disorder)
abnormalities, congenital	has_associated_morphology	x-linked mandibulofacial dysostosis (disorder)
congenital anomalies	has_associated_morphology	amc, distal, x-linked
congenital abnormality	has_associated_morphology	cbps
congenital anomaly nos	has_associated_morphology	cabezas syndrome
cm - congenital malformation	has_associated_morphology	ectodermal dysplasia, anhidrotic, with immune deficiency
congenital anomaly	has_associated_morphology	hoyeraal-hreidarsson syndrome
fetal anomaly	has_associated_morphology	lissencephaly, x-linked, with ambiguous genitalia
foetal developmental abnormality	has_associated_morphology	simpson-golabi-behmel syndrome, type 2
congenital deformity, nos	has_associated_morphology	amme complex
congenital anomaly nos	has_associated_morphology	mrxsbrk
fetal anomaly	has_associated_morphology	multiple congenital anomalies syndrome with cloverleaf skull
congenital anomaly	has_associated_morphology	dna (deoxyribonucleic acid) ligase iv deficiency
congenital anomaly nos (disorder)	has_associated_morphology	chime syndrome
fetal malformation	has_associated_morphology	intellectual disability wolff type (diagnosis)
congenital deformity (morphologic abnormality)	has_associated_morphology	white forelock with malformations syndrome (disorder)
abnormality, congenital	has_associated_morphology	white forelock with malformations
foetal malformation	has_associated_morphology	white forelock with malformations syndrome
defects, congenital	has_associated_morphology	waardenburg syndrome type iv (diagnosis)
congenital defect, nos	has_associated_morphology	intestinal pseudoobstruction with external ophthalmoplegia
congenital anomalies	has_associated_morphology	limb-pelvis hypoplasia-aplasia syndrome
congenital malformation	has_associated_morphology	congenital trichomegaly
fetal malformation	has_associated_morphology	thymic, renal, anal, lung dysplasia syndrome (disorder)
developmental malformation, nos	has_associated_morphology	cmn syndrome
abnormal development	has_associated_morphology	robin sequence with cleft mandible and limb anomalies syndrome
congenital abnormalities	has_associated_morphology	kno
congenital anomaly, unspecified	has_associated_morphology	knobloch syndrome
congenital deformity	has_associated_morphology	renal dysplasia with limb defect syndrome
anomaly anomaly congen	has_associated_morphology	renal dysplasia-limb defects syndrome
developmental anomaly, nos	has_associated_morphology	pyknoachondrogenesis
deformity	has_associated_morphology	pulmonary cystic lymphangiectasis
foetal malformation	has_associated_morphology	lymphangiomatosis, pulmonary
congenital malformation, unspecified	has_associated_morphology	holoprosencephaly-polydactyly syndrome
anomaly congenital	has_associated_morphology	acro-oto-ocular syndrome
congenital malformation, unspecified	has_associated_morphology	multiple pterygium syndrome, aslan type
congenital anomaly (disorder)	has_associated_morphology	polysyndactyly and cardiac malformation syndrome
congenital abnormality	has_associated_morphology	powell chandra saal syndrome
congenital defect/deformity	has_associated_morphology	pelvic shoulder dysplasia
congenital anomaly	has_associated_morphology	rns
abnormal development	has_associated_morphology	kaler garrity stern syndrome
congenital malformation (disorder)	has_associated_morphology	omphalocele-cleft palate syndrome, lethal
congenital malformation (morphologic abnormality)	has_associated_morphology	cecatto de lima pinheiro syndrome
developmental abnormality	has_associated_morphology	opc dwarfism
malformation	has_associated_morphology	native american myopathy
foetal malformation	has_associated_morphology	nathalie syndrome
deformities	has_associated_morphology	nasodigitoacoustic syndrome
congenital malformations	has_associated_morphology	spinocerebellar ataxia 34
congenital anomalies	has_associated_morphology	epidermolysis bullosa dystrophica, dominant neonatal form
congenital anomaly nos	has_associated_morphology	ectodermal dysplasia trichoodontoonychial type (diagnosis)
deformities	has_associated_morphology	deafness craniofacial syndrome
congenital anomaly	has_associated_morphology	cyprus facial neuromusculoskeletal syndrome
congenital anomaly	has_associated_morphology	cutis gyrata syndrome of beare and stevenson
congenital anomaly (disorder)	has_associated_morphology	cryptomicrotia brachydactyly syndrome (disorder)
congenital anomaly nos	has_associated_morphology	deafness with labyrinthine aplasia microtia and microdontia (lamm)
congenital abnormality	has_associated_morphology	acropectoral syndrome
congenital malformation, unspecified	has_associated_morphology	hibm
congen abnorm	has_associated_morphology	dcwhk
congenital anomaly nos	has_associated_morphology	cardiomyopathy, dilated, with woolly hair and keratoderma
developmental disturbance	has_associated_morphology	cerebro-oculo-nasal syndrome
congenital anomaly nos	has_associated_morphology	cerebrooculonasal syndrome (disorder)
congenital abnormality nos	has_associated_morphology	growth deficiency and mental retardation with facial dysmorphism
congenital anomaly	has_associated_morphology	wdsts
congenital anomaly nos	has_associated_morphology	intellectual disability, myopathy, short stature, endocrine defect syndrome
developmental abnormality	has_associated_morphology	pterygium syndrome, multiple, lethal type
fetal developmental abnormality	has_associated_morphology	lethal multiple pterygium syndrome
congenital anomaly	has_associated_morphology	frank-ter haar syndrome
congenital abnormality	has_associated_morphology	lymphedema-hypoparathyroidism syndrome
congenital abnormality	has_associated_morphology	pulmonic stenosis, brachytelephalangism, and calcification of cartilages
congenital anomalies	has_associated_morphology	haim-munk syndrome
malformation	has_associated_morphology	kaufman oculocerebrofacial syndrome
abnorm congen	has_associated_morphology	blepharophimosis-ptosis-intellectual disability syndrome
anomaly	has_associated_morphology	ichthyosis, alopecia, eclabion, ectropion, intellectual disability syndrome
congen defects	has_associated_morphology	self-healing collodion baby
congenital deformity	has_associated_morphology	athyroidal hypothyroidism with spiky hair and cleft palate syndrome
congenital anomaly, unspecified	has_associated_morphology	bamforth-lazarus syndrome
congenital malformations (diagnosis)	has_associated_morphology	hypomandibular faciocranial dysostosis
malformation	has_associated_morphology	acrofrontofacionasal dysostosis 2
malformation	has_associated_morphology	al gazali donnai mueller syndrome
defect, congenital	has_associated_morphology	heimler syndrome
defect, birth	has_associated_morphology	hair defect with photosensitivity and mental retardation
congenital anomalies	has_associated_morphology	xy type gonadal dysgenesis with associated anomalies syndrome (disorder)
congenital anomaly nos	has_associated_morphology	fibulo-ulnar hypoplasia and renal anomalies syndrome (disorder)
congenital malformations	has_associated_morphology	fuhrmann syndrome
developmental defect	has_associated_morphology	facio-digito-genital syndrome kuwait type
abnormalities, congenital	has_associated_morphology	kuwait type faciodigitogenital syndrome
congenital anomaly nos (disorder)	has_associated_morphology	faciocardiomelic dysplasia, lethal
congenital deformity	has_associated_morphology	ectodermal dysplasia, ectrodactyly, and macular dystrophy
fetal malformation	has_associated_morphology	dyssegmental dysplasia silverman handmaker type
scong	has_associated_morphology	phocomelia, thrombocytopenia, encephalocele, urogenital malformations
developmental malformation, nos	has_associated_morphology	dk phocomelia syndrome
birth defect	has_associated_morphology	dermatoosteolysis, kirghizian type
congenital anomaly	has_associated_morphology	dermatoleukodystrophy
congenital; deformity	has_associated_morphology	temtys
dysgenesis	has_associated_morphology	crane heise syndrome
anomalous formation	has_associated_morphology	craniosynostosis, boston-type
congenital anomaly nos (disorder)	has_associated_morphology	craniosynostosis boston type (disorder)
birth defect	has_associated_morphology	ectodermal dysplasia-skin fragility syndrome
congenital anomaly nos	has_associated_morphology	vohwinkel ichthyosis syndrome
congenital malformation (disorder)	has_associated_morphology	cleft-limb-heart malformation syndrome
congenital anomaly	has_associated_morphology	cleft limb heart malformation syndrome
defects congen	has_associated_morphology	cerebellar hypoplasia, nonprogressive norman type
congenital anomalies	has_associated_morphology	cerebellar ataxia co-occurrent with ectodermal dysplasia
developmental abnormality	has_associated_morphology	congenital heart disease and skeletal malformations
fetal malformation	has_associated_morphology	tel hashomer camptodactyly syndrome (disorder)
congenital anomalies	has_associated_morphology	camptodactyly syndrome, guadalajara, type i
developmental abnormality	has_associated_morphology	camptodactyly syndrome guadalajara type 1 (disorder)
congenital anomaly	has_associated_morphology	brachymetapody-anodontia-hypotrichosis-albinoidism
congenital anomaly	has_associated_morphology	bird-headed dwarfism, montreal type
congenital abnormality	has_associated_morphology	beemer lethal malformation syndrome
abnormal development, nos	has_associated_morphology	hydrocephalus, cardiac malformation, dense bones, etc.
congenital anomaly nos	has_associated_morphology	johnston aarons schelley syndrome
congenital deformity nos	has_associated_morphology	illum syndrome
malformation	has_associated_morphology	albinism-microcephaly-digital anomalies syndrome
congenital deformity	has_associated_morphology	microcephalus with albinism and digital anomaly syndrome
congenital anomaly	has_associated_morphology	pagod syndrome
congenital anomaly nos (disorder)	has_associated_morphology	kaplan plauchu fitch syndrome
congenital anomaly nos	has_associated_morphology	acrocraniofacial dysostosis (disorder)
congenital anomaly (disorder)	has_associated_morphology	neuroectodermal melanolysosomal disease (disorder)
birth defect	has_associated_morphology	acrorenal mandibular syndrome
congenital deformity	has_associated_morphology	pyramidal molars, glaucoma, abnormal upper lip
abnormality, congenital	has_associated_morphology	ackerman syndrome
congenital anomaly	has_associated_morphology	thoracolaryngopelvic dysplasia
fetal malformation	has_associated_morphology	bcds
congenital anomaly, unspecified	has_associated_morphology	brachymorphism with onychodysplasia and dysphalangism syndrome (disorder)
fetal malformation	has_associated_morphology	asod
congenital malformation	has_associated_morphology	cooks syndrome
congenital malformation	has_associated_morphology	aniridia and absent patella
congenital anomaly nos	has_associated_morphology	ameloonychohypohidrotic syndrome (disorder)
congenital anomaly	has_associated_morphology	acro-dermato-ungual-lacrimal-tooth syndrome
fetal anomaly	has_associated_morphology	acropectorovertebral dysplasia
developmental abnormality	has_associated_morphology	acropectorovertebral dysplasia (disorder)
congenital anomaly	has_associated_morphology	say-barber-biesecker-young-simpson syndrome
congenital deformity	has_associated_morphology	limb mammary syndrome
defects congen	has_associated_morphology	growth deficiency, facial anomalies, and brachydactyly
developmental malformation	has_associated_morphology	14q22-q23 microdeletion syndrome
congenital anomalies	has_associated_morphology	17q21.31 microdeletion syndrome
deformity	has_associated_morphology	craniomicromelic syndrome (disorder)
developmental anomaly (morphologic abnormality)	has_associated_morphology	odonto-tricho-ungual-digito-palmar syndrome mendoza-valiente type
congenital deformity, nos	has_associated_morphology	odonto-tricho-ungual-digito-palmar syndrome (disorder)
fetal anomaly	has_associated_morphology	klick syndrome
birth defect	has_associated_morphology	deaf blind hypopigmentation syndrome yemenite type
congenital abnormality	has_associated_morphology	steinfeld syndrome
congenital anomaly, nos	has_associated_morphology	steinfeld syndrome (disorder)
fetal malformation	has_associated_morphology	stapes ankylosis syndrome without symphalangism
congenital abnormality	has_associated_morphology	karsch-neugebauer syndrome
anomalous formation	has_associated_morphology	shprintzen omphalocele syndrome
congenital malformation (morphologic abnormality)	has_associated_morphology	omphalocele syndrome shprintzen goldberg type
congenital anomaly or birth defect	has_associated_morphology	scholte syndrome
dysmorphism	has_associated_morphology	haspeslagh syndrome
congenital anomaly	has_associated_morphology	haspeslagh fryns muelenaere syndrome
developmental anomaly (morphologic abnormality)	has_associated_morphology	orofaciodigital syndrome thurston type
abnormal development, nos	has_associated_morphology	oral-facial-digital syndrome, type v
fetal malformation	has_associated_morphology	orofaciodigital syndrome type 5
congenital anomaly nos	has_associated_morphology	orofaciodigital syndrome, thurston type
deformity; congenital	has_associated_morphology	thurston syndrome
congenital malformation, unspecified	has_associated_morphology	postaxial polydactyly, type b
congenital deformity nos	has_associated_morphology	cranium bifidum occultum
fetal malformation	has_associated_morphology	shone's syndrome
congenital anomaly nos	has_associated_morphology	trichothiodystrophy (disorder)
cm - congenital malformation	has_associated_morphology	trichothiodystrophy syndromes
congenital malformation (morphologic abnormality)	has_associated_morphology	chromosome; 4 short arm deletion
congenital abnormality	has_associated_morphology	scrotal hypospadias was observed
congenital defect	has_associated_morphology	cryptotia (disorder)
congenital anomalies	has_associated_morphology	tatoo dysplasia
congenital abnormalities	has_associated_morphology	fantasy island syndrome
abnormality, congenital	has_associated_morphology	renal-hepatic-pancreatic dysplasia
congenital abnormality	has_associated_morphology	craniofaciofrontodigital syndrome
congenital abnormality nos	has_associated_morphology	birk barel mental retardation dysmorphism syndrome
birth defect	has_associated_morphology	gorlin-chaudhry-moss syndrome (disorder)
foetal malformation	has_associated_morphology	crouzonodermoskeletal syndrome
congenital malformation, unspecified	has_associated_morphology	lymphedema, atrial septal defect, and characteristic facies
congenital deformity, nos	has_associated_morphology	epidermolysis bullosa simplex with pyloric atresia
foetal malformation	has_associated_morphology	alveolar capillary dysplasia
dysgenesis, nos	has_associated_morphology	syndactyly with renal and anogenital malformations
congenital anomaly	has_associated_morphology	star syndrome
congenital anomaly nos	has_associated_morphology	mental retardation, severe, and absent nails of hallux and pollex
developmental malformation, nos	has_associated_morphology	46,xx sex reversal with dysgenesis of kidneys, adrenals, and lungs
congenital anomaly nos	has_associated_morphology	sex reversal, female, with dysgenesis of kidneys, adrenals, and lungs
dysgenesis, nos	has_associated_morphology	sex reversion, kidney, adrenal and lung dysgenesis syndrome (disorder)
congenital anomalies	has_associated_morphology	46,xx sex reversal with dysgenesis of kidneys adrenals and lungs
congenital anomalies	has_associated_morphology	goldblatt syndrome
fetal malformation	has_associated_morphology	fitzsimmons-mclachlan-gilbert syndrome
congenital anomaly nos (disorder)	has_associated_morphology	orofaciodigital syndrome type 6
birth defects	has_associated_morphology	ofd6
birth defects	has_associated_morphology	oculootodental syndrome
dysgenesis	has_associated_morphology	lopez-gutierrez syndrome
foetal malformation	has_associated_morphology	clapo syndrome
abnormality, congenital	has_associated_morphology	nijmegen breakage syndrome-like disorder
deformity	has_associated_morphology	macrocephaly, alopecia, cutis laxa, and scoliosis
congenital deformity	has_associated_morphology	macs syndrome
congenital anomaly or birth defect	has_associated_morphology	leukoencephalopathy, cystic, without megalencephaly
congenital anomaly nos	has_associated_morphology	microcephalus facio-cardio-skeletal syndrome hadziselimovic type
congenital anomaly nos	has_associated_morphology	microcephaly-faciocardioskeletal syndrome
congenital anomaly nos	has_associated_morphology	microcephalus facio-cardio-skeletal syndrome hadziselimovic type (disorder)
defects congen	has_associated_morphology	clove syndrome
congenital deformity	has_associated_morphology	pik3ca-related syndrome
congenital anomaly	has_associated_morphology	xp3
congenital anomaly nos	has_associated_morphology	cleft of alveolar ridge (diagnosis)
congenital anatomic abnormality	has_associated_morphology	humero-radial synostosis
abnormal development	has_associated_morphology	humeroradial synostoses
deformities	has_associated_morphology	mesomelic dysplasia with cleft palate and camptodactyly syndrome
dysmorphisms	has_associated_morphology	reardon hall slaney syndrome
deformities	has_associated_morphology	hidrotic ectodermal dysplasia halal type
deformity; congenital	has_associated_morphology	ectodermal dysplasia with skin anomaly and intellectual disability
malformation	has_associated_morphology	halal setton wang syndrome
congenital anatomical abnormality	has_associated_morphology	halal syndrome
congenital malformations	has_associated_morphology	regional choroidal atrophy and alopecia
fetal malformation	has_associated_morphology	port-wine stain familial multiple
congenital malformation (disorder)	has_associated_morphology	camptodactyly, joint contractures, facial skeletal defects
congenital anomaly nos (disorder)	has_associated_morphology	rozin camptodactyly syndrome
congenital anatomic abnormality	has_associated_morphology	caudal dysgenesis familial type
developmental defect, nos	has_associated_morphology	chitayat meunier hodgkinson syndrome
congenital anomaly nos	has_associated_morphology	epidermolysa bullosa simplex and limb girdle muscular dystrophy
developmental disturbance	has_associated_morphology	hydrolethalus syndrome
developmental malformation, nos	has_associated_morphology	dysharmonic skeletal maturation muscular fibre disproportion
congenital abnormality	has_associated_morphology	qazi markouizos syndrome
abnormality, congenital	has_associated_morphology	microcephaly with brachydactyly and kyphoscoliosis syndrome
congenital malformations	has_associated_morphology	waaler aarskog syndrome
congenital deformity	has_associated_morphology	potter sequence cleft lip and palate cardiopathy syndrome (disorder)
congenital anomalies	has_associated_morphology	cerebro-acro-visceral early lethality multiplex syndrome
congenital anomaly nos	has_associated_morphology	say barber miller syndrome
congenital anomaly nos	has_associated_morphology	schisis association syndrome (disorder)
developmental malformation, nos	has_associated_morphology	distal myopathy welander type (diagnosis)
birth defects	has_associated_morphology	heart-hand syndrome 2
birth defect	has_associated_morphology	kousseff syndrome
congenital deformity (morphologic abnormality)	has_associated_morphology	forney robinson pascoe syndrome
fetal anomaly (diagnosis)	has_associated_morphology	neurofibromatosis with noonan phenotype
congenital anomaly nos	has_associated_morphology	neurofibromatosis-noonan syndrome
congenital defect/deformity	has_associated_morphology	trichodermodysplasia and dental alterations syndrome (disorder)
deformity	has_associated_morphology	pinheiro freire-maia miranda syndrome
congenital defects	has_associated_morphology	trichodermodysplasia with dental alterations
congenital defect	has_associated_morphology	zlotogora-ogur syndrome
congenital malformation	has_associated_morphology	stern lubinsky durrie syndrome
congenital anatomical abnormality	has_associated_morphology	stoelinga de koomen davis syndrome
congenital anomaly nos	has_associated_morphology	non erupted teeth with maxillary hypoplasia and genu valgum
congenital anomaly nos	has_associated_morphology	x-linked intellectual disability with plagiocephaly syndrome
birth defect	has_associated_morphology	seaver cassidy syndrome (disorder)
abnormal development	has_associated_morphology	seaver cassidy syndrome
defect/deformity, congenital	has_associated_morphology	intellectual disability, polydactyly, uncombable hair syndrome
congenital deformity (morphologic abnormality)	has_associated_morphology	kozlowski krajewska syndrome
defects congen	has_associated_morphology	telecanthus, hypertelorism, strabismus, pes cavus syndrome (disorder)
congenital defect/deformity	has_associated_morphology	epilepsy, microcephaly, skeletal dysplasia syndrome (disorder)
congenital anomaly nos	has_associated_morphology	lynch lee murday syndrome
congenital defect	has_associated_morphology	russell weaver bull syndrome
congenital deformity	has_associated_morphology	deafness, genital anomaly, metacarpal and metatarsal synostosis syndrome
congenital anomaly nos	has_associated_morphology	pfeiffer kapferer syndrome
congenital abnormality	has_associated_morphology	fronto-facio-nasal dysplasia
congenital defect, nos	has_associated_morphology	ehlers-danlos syndrome with progeroid facies and mild mental retardation
dysmorphisms	has_associated_morphology	ladda zonana ramer syndrome
congenital anomaly	has_associated_morphology	cleft lip retinopathy syndrome (disorder)
malformation	has_associated_morphology	congenital anomaly of vein, nos
congenital defect/deformity	has_associated_morphology	fetal alcohol spectrum disorder
fetal malformation	has_associated_morphology	warsaw breakage syndrome (disorder)
congenital anomaly nos (disorder)	has_associated_morphology	rildbc
congenital anomalies	has_associated_morphology	mdn (mammary digital nail) syndrome
congenital anomaly	has_associated_morphology	tracheal origin of right upper lobe bronchus
congenital abnormality	has_associated_morphology	subarterial ventricular septal defect (disorder)
congenital deformity (disorder)	has_associated_morphology	osteopetrosis, autosomal dominant 2
congenital abnormality	has_associated_morphology	supernumerary deciduous mandibular left lateral incisor tooth
congen defects	has_associated_morphology	supernumerary deciduous mandibular left first molar tooth
anomaly	has_associated_morphology	supernumerary deciduous mandibular right central incisor tooth (disorder)
malformation	has_associated_morphology	supernumerary deciduous mandibular right lateral incisor tooth
congenital malformation (disorder)	has_associated_morphology	supernumerary deciduous mandibular right canine tooth
congenital malformation, unspecified	has_associated_morphology	supernumerary deciduous mandibular left second molar tooth
congenital anomaly nos	has_associated_morphology	supernumerary tooth ts
birth defects	has_associated_morphology	supernumerary deciduous mandibular left central incisor tooth
congenital anomaly nos	has_associated_morphology	supernumerary deciduous maxillary left lateral incisor tooth
congenital anomaly, unspecified	has_associated_morphology	universal designation ds
congenital deformity nos	has_associated_morphology	supernumerary deciduous maxillary right canine tooth
abnormal development	has_associated_morphology	supernumerary tooth es
congenital anatomical abnormality	has_associated_morphology	supernumerary deciduous maxillary left second molar tooth
developmental disturbance	has_associated_morphology	supernumerary deciduous maxillary right first molar tooth
developmental abnormality	has_associated_morphology	supernumerary deciduous maxillary left first molar tooth
developmental anomaly	has_associated_morphology	supernumerary deciduous maxillary right second molar tooth (disorder)
defect, birth	has_associated_morphology	supernumerary deciduous maxillary left central incisor tooth
congenital anomaly	has_associated_morphology	supernumerary deciduous maxillary left canine tooth
congenital abnormality	has_associated_morphology	waardenburg syndrome
congenital malformation	has_associated_morphology	edict syndrome
malformation	has_associated_morphology	zaki-gleeson syndrome
developmental anomaly (morphologic abnormality)	has_associated_morphology	acrorenal syndrome
